page_type,url,options.result_url,options.resultQuery,job_title,weight,options.landing_min_time,options.landing_click,country
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,33,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,57,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,45,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,36,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,50,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,32,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,93,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,18,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,11,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,12,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,95,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,54,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,37,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,93,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,99,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,91,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,33,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,21,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,68,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,57,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,33,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,27,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,51,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,39,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,26,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,100,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,80,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,95,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,32,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,92,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,86,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,79,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,33,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,41,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,100,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,82,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,87,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,21,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,95,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,11,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,30,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,28,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,19,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,76,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,37,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,50,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,18,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,99,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,81,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,42,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,28,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,13,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,15,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,65,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,13,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,62,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,87,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,13,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,99,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,69,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,74,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,43,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,74,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,77,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,77,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,31,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,27,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,34,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,62,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,29,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,15,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,52,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,66,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,71,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,55,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,12,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,51,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,30,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,40,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,20,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,86,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,30,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,82,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,101,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,13,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,19,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,48,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,84,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,31,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,83,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,54,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,98,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,29,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,67,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,44,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,85,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,17,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,96,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,76,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,13,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,64,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,80,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,50,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,78,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,85,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,11,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,52,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,27,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,60,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,42,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,79,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,26,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,75,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,89,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,98,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,44,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,28,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,27,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,11,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,90,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,55,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,71,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,24,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,46,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,93,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,27,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,19,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,92,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,35,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,64,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,21,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,83,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,19,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,72,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,69,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,93,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,61,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,63,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,16,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,85,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,83,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,89,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,33,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,72,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,85,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,84,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,55,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,13,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,69,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,96,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,55,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,90,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,70,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,88,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,84,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,85,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,97,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,59,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,93,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,94,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,20,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,43,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,11,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,52,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,82,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,38,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,71,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,22,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,88,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,68,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,62,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,51,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,53,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,30,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,65,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,21,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,61,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,100,No,
GoogleSearchResult,https://www.google.com/,Codeyiizen.com,,"Android Developer",325,101,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"Lorem-3 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",75,91,Yes,IN
GoogleSearchResult,https://www.google.com/,cas.com.bd,"Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",75,36,Yes,IN
GoogleSearchResult,https://www.google.com/,cas.com.bd,"test Brand Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",75,128,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"android Developer Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",75,97,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"software Developer Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",75,80,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"test Secondary Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",75,76,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-1 Ipsum is simply dummy text of the printing and typesetting industry","Android Developer",75,136,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem-2 Ipsum is simply dummy text of the printing and typesetting industry.","Android Developer",75,74,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"lorem Ipsum is simply dummy text of the printing and typesetting industry. Test Brand","Android Developer",75,79,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,"lorem Ipsum is simply dummy text of the printing and typesetting industry. Ui Developer","Android Developer",75,122,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,33,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,67,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,79,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,108,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,22,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,97,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,31,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,138,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,127,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,28,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,64,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,49,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,52,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,29,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,92,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,44,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,76,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,83,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,41,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,93,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,138,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,66,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,120,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,84,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,108,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,32,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,109,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,110,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,25,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,69,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,112,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,92,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,139,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,60,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,133,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,84,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,135,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,24,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,84,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,23,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,70,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,78,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,29,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,116,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,120,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,129,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,118,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,52,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,76,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,97,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,101,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,122,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,67,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,137,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,75,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,96,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,83,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,140,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,87,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,22,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,88,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,104,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,131,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,100,No,
GoogleSearchResult,https://www.google.com/,cas.com.bd,,"Android Developer",75,43,No,
